시군구,대지위치,연면적(제곱미터),주용도 변환,주용도,착공처리일,준공예정일(사용승인예정일),지번주소,건축면적,위도,경도
은평구,서울특별시 은평구 갈현동 529-1,313.23,주택,단독주택,2022-04-05,,갈현동 529-1,84.99,37.6152283,126.9112413
은평구,서울특별시 은평구 응암동 113-8,671.56,업무시설,업무시설,2022-07-08,,응암동 113-8,78.73,37.5980315,126.9169389
은평구,서울특별시 은평구 불광동 444-66,415.34,주택,공동주택,2022-06-07,,불광동 444-66,113.28,37.6242465,126.926464
은평구,서울특별시 은평구 대조동 15-49,"2,129.12",주택,공동주택,2022-08-09,,대조동 15-49,221.83,37.609146,126.9304051
은평구,서울특별시 은평구 응암동 397-108 외1필지,578.01,주택,공동주택,2022-04-18,,응암동 397-108,177.99,37.5927043,126.9189682
은평구,서울특별시 은평구 갈현동 510-20,199.8,주택,단독주택,2022-06-02,,갈현동 510-20,66.49,37.6154779,126.91212
은평구,서울특별시 은평구 구산동 177-37 외1필지,829.78,주택,공동주택,2022-02-11,,구산동 177-37,183.04,37.606198,126.908289
은평구,서울특별시 은평구 응암동 590-11 외3필지,"4,402.35",주택,공동주택,2022-07-14,,응암동 590-11,431.58,37.5898439,126.916351
은평구,서울특별시 은평구 신사동 26-30 외1필지,659.81,주택,공동주택,2022-01-19,,신사동 26-30,215.92,37.5974967,126.9128699
은평구,서울특별시 은평구 응암동 697 외2필지,"1,655.08",주택,공동주택,2021-12-28,,응암동 697,367.29,37.5850948,126.9186401
은평구,서울특별시 은평구 증산동 175-14,531.38,주택,공동주택,2022-05-26,,증산동 175-14,163.97,37.5822267,126.9065876
은평구,서울특별시 은평구 응암동 769-2,"1,582.10",편의시설,교육연구시설,2021-11-23,,응암동 769-2,340.53,37.5926646,126.9205206
은평구,서울특별시 은평구 신사동 19-100 외2필지,"42,954.14",주택,공동주택,2022-06-03,,신사동 19-100,"3,003.06",37.5981818,126.9098771
은평구,서울특별시 은평구 구산동 177-58,293.48,주택,단독주택,2022-07-29,,구산동 177-58,97.1,37.606093,126.9089225
은평구,서울특별시 은평구 역촌동 61-60 외1필지,611.91,주택,공동주택,2022-02-09,,역촌동 61-60,181.09,37.6043692,126.9142807
은평구,서울특별시 은평구 구산동 308-134,337.84,근린생활시설,제1종근린생활시설,2022-01-29,,구산동 308-134,135.34,37.6166943,126.9033601
은평구,서울특별시 은평구 불광동 447-3 외2필지,509.93,주택,공동주택,2022-04-26,,불광동 447-3,178.04,37.6260793,126.9257806
은평구,서울특별시 은평구 갈현동 12-272,276.73,주택,공동주택,2022-06-02,,갈현동 12-272,114.49,37.6284337,126.9157422
은평구,서울특별시 은평구 불광동 172-16,199.96,주택,단독주택,2022-05-11,,불광동 172-16,67.23,37.62386,126.9300459
은평구,서울특별시 은평구 역촌동 1-12 외1필지,"2,835.36",업무시설,업무시설,2022-04-05,,역촌동 1-12,365.25,37.6045135,126.9184475
은평구,서울특별시 은평구 진관동 193-14,292.94,주택,단독주택,2021-12-15,,진관동 193-14,103.32,37.6348172,126.9269521
은평구,서울특별시 은평구 불광동 267,"1,423.29",근린생활시설,제1종근린생활시설,2022-06-17,,불광동 267,203.32,37.6119786,126.9289963
은평구,서울특별시 은평구 응암동 591-17 외1필지,725.64,근린생활시설,제2종근린생활시설,2022-03-10,,응암동 591-17,177.75,37.5888341,126.9142222
은평구,서울특별시 은평구 불광동 281-115,652.32,근린생활시설,제2종근린생활시설,2022-03-14,,불광동 281-115,84.73,37.6106529,126.9316441
은평구,서울특별시 은평구 불광동 444-35,398.65,주택,공동주택,2022-02-24,,불광동 444-35,119.83,37.6244459,126.9265971
은평구,서울특별시 은평구 역촌동 36-42 외1필지,709.67,주택,공동주택,2021-11-29,,역촌동 36-42,194.43,37.6015135,126.9164003
은평구,서울특별시 은평구 불광동 281-67,704.11,업무시설,업무시설,2022-08-02,,불광동 281-67,92.75,37.6106043,126.9309539
은평구,서울특별시 은평구 역촌동 47-48,532.45,주택,공동주택,2022-06-14,,역촌동 47-48,149.75,37.6066087,126.914033
은평구,서울특별시 은평구 응암동 590-25 외1필지,778.92,주택,공동주택,2021-11-02,,응암동 590-25,142.27,37.5896448,126.9154695
은평구,서울특별시 은평구 구산동 177-19,442.86,주택,공동주택,2021-12-02,,구산동 177-19,99.87,37.6063989,126.9090641
은평구,서울특별시 은평구 신사동 28-2 외1필지,600.19,주택,공동주택,2022-08-05,,신사동 28-2,171.04,37.5971425,126.912558
은평구,서울특별시 은평구 구산동 2-33,767.06,주택,공동주택,2021-11-17,,구산동 2-33,128.46,37.6112912,126.9159775
은평구,서울특별시 은평구 갈현동 456-25 외3필지,"6,265.11",주택,공동주택,2022-04-29,,갈현동 456-25,418.36,37.6178018,126.9190954
은평구,서울특별시 은평구 불광동 346-59 외2필지,999.33,주택,공동주택,2022-01-20,,불광동 346-59,244.86,37.6203101,126.9278754
은평구,서울특별시 은평구 수색동 307-4,285.99,주택,공동주택,2022-08-24,,수색동 307-4,79.31,37.587705,126.8887524
은평구,서울특별시 은평구 진관동 164-3,298.64,주택,단독주택,2021-08-23,,진관동 164-3,163.8,37.6314073,126.9274928
은평구,서울특별시 은평구 녹번동 31-36 외2필지,"2,660.75",주택,공동주택,2021-06-04,,녹번동 31-36,274.41,37.6050862,126.9342198
은평구,서울특별시 은평구 신사동 21-14 외2필지,"3,412.05",주택,공동주택,2021-12-09,,신사동 21-14,354.17,37.5981853,126.9124975
은평구,서울특별시 은평구 구산동 177-53 외1필지,792.79,주택,공동주택,2021-10-05,,구산동 177-53,202.7,37.6062107,126.9087826
은평구,서울특별시 은평구 갈현동 12-47,335.33,주택,공동주택,2021-11-26,,갈현동 12-47,106.44,37.6278228,126.9163288
은평구,서울특별시 은평구 불광동 471-24,291.69,근린생활시설,제1종근린생활시설,2021-09-09,,불광동 471-24,99.67,37.6266002,126.9256961
은평구,서울특별시 은평구 구산동 177-104 외5필지,"1,996.78",주택,공동주택,2021-04-13,,구산동 177-104,476.91,37.605723,126.9075881
은평구,서울특별시 은평구 신사동 237-153 외1필지,322.5,주택,단독주택,2022-01-24,,신사동 237-153,103.52,37.5966017,126.9044568
은평구,서울특별시 은평구 응암동 197-27,422.22,주택,공동주택,2022-03-10,,응암동 197-27,130.04,37.5974896,126.9225035
은평구,서울특별시 은평구 진관동 산 100-23,"17,541.43",업무시설,업무시설,2021-03-18,,진관동 산 100-23,"1,427.55",37.6395427,126.9206863
은평구,서울특별시 은평구 갈현동 228-57,286.11,주택,단독주택,2021-03-04,,갈현동 228-57,90.27,37.6192732,126.9109716
은평구,서울특별시 은평구 갈현동 523-22,144.23,주택,단독주택,2021-05-28,,갈현동 523-22,79.54,37.6184285,126.911113
은평구,서울특별시 은평구 응암동 750-7 외1필지,222.11,근린생활시설,제1종근린생활시설,2021-06-16,,응암동 750-7,67.04,37.5873226,126.9176081
은평구,서울특별시 은평구 진관동 산 93,"2,255.58",님비시설,교정및군사시설,2021-03-05,,진관동 산 93,"1,571.91",37.6460305,126.9372146
은평구,서울특별시 은평구 응암동 119-3,750.09,주택,공동주택,2021-11-30,,응암동 119-3,102.5,37.5961907,126.9184094
은평구,서울특별시 은평구 응암동 577-7,"14,136.27",주택,공동주택,2022-03-11,,응암동 577-7,957.9803,37.5914042,126.9172093
은평구,서울특별시 은평구 갈현동 396-15,295.2,근린생활시설,제1종근린생활시설,2021-09-28,,갈현동 396-15,56.99,37.6191562,126.9202946
은평구,서울특별시 은평구 불광동 443-6,304.69,주택,공동주택,2021-03-02,,불광동 443-6,116.1,37.6248987,126.9258508
은평구,서울특별시 은평구 불광동 16-110 외1필지,"1,733.05",주택,공동주택,2021-09-27,,불광동 16-110,347.21,37.6209152,126.9342974
은평구,서울특별시 은평구 진관동 은평재정비촉진지구 단독주택용지 2-4-7,299.02,주택,단독주택,2019-08-16,,진관동 2-4-7,162.46,37.6413466,126.9421897
은평구,서울특별시 은평구 신사동 237-195 외1필지,262.29,주택,공동주택,2021-06-14,,신사동 237-195,105.13,37.5955143,126.9049551
은평구,서울특별시 은평구 진관동 산 26-1 외1필지,944.55,님비시설,교정및군사시설,2019-08-05,,진관동 산 26-1,513.49,37.6455411,126.9440216
은평구,서울특별시 은평구 진관동 산 24-9 외1필지,"3,958.70",님비시설,교정및군사시설,2019-08-05,,진관동 산 24-9,"2,152.75",37.6467551,126.9438481
은평구,서울특별시 은평구 대조동 14-71 외1필지,"1,434.23",주택,공동주택,2021-11-16,,대조동 14-71,154.64,37.6092599,126.9281666
은평구,서울특별시 은평구 대조동 14-134 외1필지,"1,759.14",주택,공동주택,2021-06-24,,대조동 14-134,203.25,37.6094556,126.9281864
은평구,서울특별시 은평구 진관동 은평뉴타운 단독주택용지 1-12-12,177.59,주택,단독주택,2017-10-30,,진관동 은평뉴타운 1-12-12,114.12,37.6413466,126.9421897
은평구,서울특별시 은평구 대조동 172-94,228.05,주택,단독주택,2018-01-26,,대조동 172-94,68.89,37.6105778,126.9212115
은평구,서울특별시 은평구 불광동 312-87,330.8,주택,단독주택,2017-10-27,,불광동 312-87,82.7,37.6213235,126.9232889
은평구,서울특별시 은평구 불광동 281-10,472.31,업무시설,업무시설,2017-07-19,,불광동 281-10,70.56,37.6116407,126.9315778
은평구,서울특별시 은평구 신사동 237-231,133.54,주택,단독주택,2016-08-11,,신사동 237-231,56.78,37.5962015,126.9053097
은평구,서울특별시 은평구 녹번동 29-43 외2필지,"1,717.40",주택,공동주택,2015-12-22,,녹번동 29-43,339.46,37.6049382,126.9320973
은평구,서울특별시 은평구 갈현동 12-518,231.75,주택,단독주택,2017-12-21,,갈현동 12-518,165.96,37.6298943,126.9154513
은평구,서울특별시 은평구 진관동 3-⑥-5,363.44,주택,단독주택,2014-12-22,,진관동 3-6-5,140.58,37.6468288,126.929934
은평구,서울특별시 은평구 진관동 공공청사(산100-23 일원택지개발지구내 2,366.12,근린생활시설,제1종근린생활시설,2011-05-26,,진관동 산100-23,188.01,37.64017748,126.9208301
은평구,서울특별시 은평구 불광동 296 외1필지,913.36,주택,공동주택,2011-02-08,,불광동 296,223.4,37.6177007,126.9248024
은평구,서울특별시 은평구 진관동 은평뉴타운 공공청사용지 공-5 블럭,"9,561.39",업무시설,업무시설,2011-02-25,,진관동 은평뉴타운,"3,059.71",37.6413466,126.9421897
은평구,서울특별시 은평구 대조동 74-107,711.61,주택,공동주택,2003-01-24,,대조동 74-107,140.33,37.6103967,126.9242744
은평구,서울특별시 은평구 수색동 121-3,"1,155.46",주택,공동주택,2002-05-13,,수색동 121-3,335.36,37.5841051,126.8946618
성동구,서울특별시 성동구 성수동2가 331-15 외2필지,999.49,님비시설,공장,2020-06-24,,성수동2가 331-15,,37.5388298,127.0554242
성동구,서울특별시 성동구 성수동2가 315-47,169.67,근린생활시설,제1종근린생활시설,2020-06-10,,성수동2가 315-47,,37.5429187,127.0551983
성동구,서울특별시 성동구 성수동2가 275-52,719.1,근린생활시설,제1종근린생활시설,2020-06-03,,성수동2가 275-52,,37.5415041,127.0633511
성동구,서울특별시 성동구 송정동 66-91,351.11,주택,공동주택,2020-06-01,,송정동 66-91,,37.5487268,127.0650397
성동구,서울특별시 성동구 금호동4가 639-1,120.26,주택,단독주택,2020-05-18,,금호동4가 639-1,,37.5467777,127.0203455
성동구,서울특별시 성동구 홍익동 289-1,550.23,주택,공동주택,2020-06-08,,홍익동 289-1,,37.5653515,127.0333233
성동구,서울특별시 성동구 마장동 773-5,774,근린생활시설,제2종근린생활시설,2020-06-03,,마장동 773-5,,37.5659109,127.0421543
성동구,서울특별시 성동구 도선동 168,301.53,주택,단독주택,2020-04-14,,도선동 168,,37.5653172,127.0355265
성동구,서울특별시 성동구 금호동1가 511 외1필지,199.89,근린생활시설,제2종근린생활시설,2020-05-19,,금호동1가 511,,37.5543785,127.0204078
성동구,서울특별시 성동구 성수동1가 8-28,173.1,근린생활시설,제1종근린생활시설,2020-05-26,,성수동1가 8-28,,37.5468332,127.046838
성동구,서울특별시 성동구 성수동2가 315-71,7130.13,업무시설,업무시설,2020-05-07,,성수동2가 315-71,,37.5444502,127.0553861
성동구,서울특별시 성동구 행당동 297-6,373.12,주택,공동주택,2020-06-18,,행당동 297-6,,37.5597554,127.0310482
성동구,서울특별시 성동구 성수동1가 10-4,1119.93,근린생활시설,제2종근린생활시설,2020-03-11,,성수동1가 10-4,,37.5457919,127.0472021
성동구,서울특별시 성동구 송정동 100-22,90.43,주택,단독주택,2020-04-02,,송정동 100-22,,37.558859,127.0726889
성동구,서울특별시 성동구 도선동 256-5 외4필지,4834.79,업무시설,업무시설,2020-04-03,,도선동 256-5,,37.5629752,127.0331797
성동구,서울특별시 성동구 옥수동 265-1 외1필지,2524.53,근린생활시설,제2종근린생활시설,2020-03-31,,옥수동 265-1,,37.5431,127.0135768
성동구,서울특별시 성동구 성수동2가 289-290 외1필지,3730.6,업무시설,업무시설,2020-06-05,,성수동2가 289-290,,37.5477774,127.0535504
성동구,서울특별시 성동구 성수동2가 277-47,19071.56,업무시설,업무시설,2020-03-20,,성수동2가 277-47,,37.5445385,127.0605814
성동구,서울특별시 성동구 도선동 285-1 외2필지,3864.04,업무시설,업무시설,2020-02-14,,도선동 285-1,,37.5632241,127.0324441
성동구,서울특별시 성동구 성수동1가 685-507,265.18,근린생활시설,제2종근린생활시설,2020-06-18,,성수동1가 685-507,,37.5469733,127.0398776
성동구,서울특별시 성동구 성수동2가 299-140 외5필지,3180.56,업무시설,업무시설,2020-04-23,,성수동2가 299-140,,37.5491693,127.0528402
성동구,서울특별시 성동구 송정동 73-36 외115필지,43780.8,님비시설,자원순환관련시설,2019-12-27,,송정동 73-36,,37.5532788,127.0574442
성동구,서울특별시 성동구 마장동 793-25,290.08,주택,단독주택,2020-03-11,,마장동 793-25,,37.5644786,127.0425304
성동구,서울특별시 성동구 성수동1가 656-568,488.57,근린생활시설,제2종근린생활시설,2020-02-05,,성수동1가 656-568,,37.5421303,127.047802
성동구,서울특별시 성동구 행당동 1-126,368.14,주택,단독주택,2020-04-17,,행당동 1-126,,37.5614846,127.0413315
성동구,서울특별시 성동구 행당동 320-10,1541.02,편의시설,노유자시설,2019-11-15,,행당동 320-10,,37.5575496,127.0345559
성동구,서울특별시 성동구 홍익동 144 외2필지,841.21,주택,공동주택,2019-12-19,,홍익동 144,,37.5650692,127.0357153
성동구,서울특별시 성동구 성수동1가 668-89,438.36,근린생활시설,제2종근린생활시설,2020-03-11,,성수동1가 668-89,,37.5472236,127.0422973
성동구,서울특별시 성동구 금호동2가 221-2,319.53,근린생활시설,제2종근린생활시설,2020-05-25,,금호동2가 221-2,,37.5549364,127.0197735
성동구,서울특별시 성동구 금호동2가 222-1 외1필지,738.15,근린생활시설,제2종근린생활시설,2020-05-25,,금호동2가 222-1,,37.5548776,127.0197437
성동구,서울특별시 성동구 성수동1가 13-17 외3필지,25104.36,님비시설,공장,2020-01-20,,성수동1가 13-17,,37.5503454,127.0515238
성동구,서울특별시 성동구 용답동 229-9,4072.3,업무시설,업무시설,2019-12-06,,용답동 229-9,,37.5611249,127.0622815
성동구,서울특별시 성동구 금호동3가 1281,120.26,근린생활시설,제1종근린생활시설,2020-03-02,,금호동3가 1281,,37.5487815,127.0194693
성동구,서울특별시 성동구 성수동1가 656-25,2968.89,업무시설,업무시설,2020-04-03,,성수동1가 656-25,,37.5413258,127.0481461
성동구,서울특별시 성동구 송정동 67-32,454.49,근린생활시설,제2종근린생활시설,2019-11-15,,송정동 67-32,,37.548897,127.0636603
성동구,서울특별시 성동구 성수동1가 13-18,1925.21,님비시설,공장,2019-11-25,,성수동1가 13-18,,37.5500111,127.0513063
성동구,서울특별시 성동구 하왕십리동 985-16 외1필지,472.828,주택,공동주택,2020-03-23,,하왕십리동 985-16,,37.5613002,127.029997
성동구,서울특별시 성동구 성수동1가 656-465,136.91,근린생활시설,제1종근린생활시설,2019-08-07,,성수동1가 656-465,,37.5432615,127.0448307
성동구,서울특별시 성동구 도선동 101,1261.88,업무시설,업무시설,2019-10-04,,도선동 101,,37.5684801,127.0237165
성동구,서울특별시 성동구 도선동 102,1840.92,업무시설,업무시설,2019-10-04,,도선동 102,,37.5666625,127.0327777
성동구,서울특별시 성동구 행당동 292-24 외1필지,996.28,업무시설,업무시설,2019-07-16,,행당동 292-24,,37.560965,127.0332985
성동구,서울특별시 성동구 성수동1가 685-421,256.61,근린생활시설,제1종근린생활시설,2020-01-07,,성수동1가 685-421,,37.5471964,127.0409476
성동구,서울특별시 성동구 성수동2가 299-16 외1필지,892.96,근린생활시설,제2종근린생활시설,2020-04-29,,성수동2가 299-16,,37.5487921,127.0553618
성동구,서울특별시 성동구 성수동1가 656-24,1573.1,근린생활시설,제2종근린생활시설,2019-07-15,,성수동1가 656-24,,37.5414117,127.047956
성동구,서울특별시 성동구 성수동1가 13-209 외5필지,36501.48,님비시설,공장,2019-07-23,,성수동1가 13-209,,37.549641,127.0506602
성동구,서울특별시 성동구 성수동1가 72-64,1179.73,근린생활시설,제2종근린생활시설,2020-02-04,,성수동1가 72-64,,37.5405175,127.0489213
성동구,서울특별시 성동구 성수동1가 668-7,584.78,근린생활시설,제2종근린생활시설,2019-12-27,,성수동1가 668-7,,37.547583,127.0434018
성동구,서울특별시 성동구 하왕십리동 966-43 외3필지,1000.05,주택,공동주택,2020-05-12,,하왕십리동 966-43,,37.5619243,127.0320512
성동구,서울특별시 성동구 성수동1가 13-376,2824.67,업무시설,업무시설,2019-06-13,,성수동1가 13-376,,37.5506641,127.0504786
성동구,서울특별시 성동구 금호동4가 576,349.64,근린생활시설,제1종근린생활시설,2020-05-29,,금호동4가 576,,37.5477694,127.0212888
성동구,서울특별시 성동구 옥수동 291-5,462.28,근린생활시설,제2종근린생활시설,2020-01-10,,옥수동 291-5,,37.5427598,127.0154484
성동구,서울특별시 성동구 송정동 66-247,259.72,주택,단독주택,2020-03-24,,송정동 66-247,,37.5489807,127.0639954
성동구,서울특별시 성동구 성수동1가 656-882 외6필지,17488.91,님비시설,공장,2019-02-26,,성수동1가 656-882,,37.5512688,127.0464692
성동구,서울특별시 성동구 용답동 229-11,6826.74,업무시설,업무시설,2019-04-04,,용답동 229-11,,37.5612293,127.061583
성동구,서울특별시 성동구 마장동 470-1,1489.2,근린생활시설,제2종근린생활시설,2018-12-17,,마장동 470-1,,37.5714905,127.0374268
성동구,서울특별시 성동구 옥수동 262-12,2104.45,근린생활시설,제2종근린생활시설,2019-07-16,,옥수동 262-12,,37.5428659,127.0129507
성동구,서울특별시 성동구 성수동2가 260-1,18229.77,업무시설,업무시설,2019-05-14,,성수동2가 260-1,,37.538163,127.0591542
성동구,서울특별시 성동구 성수동2가 269-63,15275.595,님비시설,공장,2019-01-18,,성수동2가 269-63,,37.5406955,127.0595614
성동구,서울특별시 성동구 성수동2가 299-1,4745.75,업무시설,업무시설,2019-06-11,,성수동2가 299-1,,37.5492956,127.0557821
성동구,서울특별시 성동구 옥수동 428-5 외4필지,2685.58,업무시설,업무시설,2019-03-26,,옥수동 428-5,,37.5436503,127.0134304
성동구,서울특별시 성동구 도선동 126 외1필지,2573.31,업무시설,업무시설,2018-12-18,,도선동 126,,37.563796,127.0344991
성동구,서울특별시 성동구 성수동2가 322-1,22220.14,님비시설,공장,2018-11-29,,성수동2가 322-1,,37.5415901,127.0576276
성동구,서울특별시 성동구 성수동2가 331-10 외2필지,845.47,근린생활시설,제2종근린생활시설,2019-04-18,,성수동2가 331-10,,37.5383007,127.0573216
성동구,서울특별시 성동구 마장동 768-11,2252.27,근린생활시설,제2종근린생활시설,2018-09-19,,마장동 768-11,,37.567578,127.043171
성동구,서울특별시 성동구 행당동 1-91,342.09,주택,단독주택,2020-05-20,,행당동 1-91,,37.5615319,127.0408216
성동구,서울특별시 성동구 성수동1가 656-696,92.62,근린생활시설,제2종근린생활시설,2019-01-14,,성수동1가 656-696,,37.5465482,127.0463584
성동구,서울특별시 성동구 성수동2가 273-52 외2필지,30088.28,님비시설,공장,2018-10-04,,성수동2가 273-52,,37.5433552,127.0581746
성동구,서울특별시 성동구 성수동1가 656-1748,6971.52,님비시설,공장,2018-08-06,,성수동1가 656-1748,,37.5456269,127.0485338
성동구,서울특별시 성동구 마장동 399-98 외2필지,2107.74,편의시설,운동시설,2017-05-16,,마장동 399-98,,37.5620828,127.0407557
성동구,서울특별시 성동구 금호동4가 1321-12 외2필지,190.52,근린생활시설,제2종근린생활시설,2018-05-17,,금호동4가 1321-12,,37.5461594,127.016102
성동구,서울특별시 성동구 용답동 229-2,5828.67,업무시설,업무시설,2019-04-09,,용답동 229-2,,37.5615094,127.0614572
성동구,서울특별시 성동구 행당동 168-183,839.17,편의시설,교육연구시설,2018-07-19,,행당동 168-183,,37.5636196,127.0374976
성동구,서울특별시 성동구 용답동 228-3,1159.81,근린생활시설,제2종근린생활시설,2017-08-16,,용답동 228-3,,37.5616197,127.0602594
성동구,서울특별시 성동구 성수동1가 656-54 외6필지,6031.79,업무시설,업무시설,2017-09-04,,성수동1가 656-54,,37.5423853,127.0486882
성동구,서울특별시 성동구 성수동1가 656-1206,9501.45,업무시설,업무시설,2018-06-08,,성수동1가 656-1206,,37.5423442,127.0466123
성동구,서울특별시 성동구 용답동 238-5,24228.6027,업무시설,업무시설,2018-08-23,,용답동 238-5,,37.5586146,127.0671765
성동구,서울특별시 성동구 용답동 227-1,9211.08,업무시설,업무시설,2020-07-28,,용답동 227-1,,37.5611077,127.0594385
성동구,서울특별시 성동구 성수동1가 668-5,579.11,근린생활시설,제2종근린생활시설,2020-07-10,,성수동1가 668-5,,37.5476749,127.0430667
성동구,서울특별시 성동구 성수동2가 279-55,2851.41,업무시설,업무시설,2020-07-30,,성수동2가 279-55,,37.5462023,127.0620068
성동구,서울특별시 성동구 행당동 138-51 외4필지,685.33,주택,공동주택,2020-07-13,,행당동 138-51,,37.5582874,127.0368576
성동구,서울특별시 성동구 사근동 110,792584.63,편의시설,교육연구시설,2020-07-17,,사근동 110,,37.5580179,127.046734
성동구,서울특별시 성동구 행당동 286-22,940.04,근린생활시설,제2종근린생활시설,2020-07-06,,행당동 286-22,,37.5613137,127.0340625
성동구,서울특별시 성동구 성수동2가 273-50,11450.07,업무시설,업무시설,2020-07-29,,성수동2가 273-50,,37.5424938,127.0573854
성동구,서울특별시 성동구 성수동2가 314-19,2230.99,업무시설,업무시설,2020-07-23,,성수동2가 314-19,,37.5441731,127.0529634
성동구,서울특별시 성동구 성수동1가 685-449,148.68,근린생활시설,제1종근린생활시설,2020-08-10,,성수동1가 685-449,,37.5467585,127.0407314
성동구,서울특별시 성동구 마장동 790-4,398.52,주택,공동주택,2020-08-02,,마장동 790-4,,37.5651089,127.0435908
성동구,서울특별시 성동구 마장동 790-4,532.7,주택,공동주택,2020-08-02,,마장동 790-4,,37.5651089,127.0435908
성동구,서울특별시 성동구 성수동2가 328-6,818.77,근린생활시설,제2종근린생활시설,2020-08-31,,성수동2가 328-6,,37.5400058,127.0562365
성동구,서울특별시 성동구 용답동 229-1,5546.04,업무시설,업무시설,2020-08-06,,용답동 229-1,,37.5614847,127.0611791
성동구,서울특별시 성동구 성수동1가 656-308,18004.89,편의시설,교육연구시설,2020-08-04,,성수동1가 656-308,,37.5473692,127.0458183
성동구,서울특별시 성동구 성수동2가 316-52,449.54,근린생활시설,제2종근린생활시설,2020-08-13,,성수동2가 316-52,,37.5436594,127.0537394
성동구,서울특별시 성동구 송정동 73-573,268.4,근린생활시설,제2종근린생활시설,2020-08-04,,송정동 73-573,,37.5499984,127.0666682
성동구,서울특별시 성동구 용답동 235-4,5135.52,업무시설,업무시설,2020-08-19,,용답동 235-4,,37.5606227,127.0674797
성동구,서울특별시 성동구 성수동2가 277-34,2709.89,님비시설,공장,2020-08-19,,성수동2가 277-34,,37.5433156,127.0636193
성동구,서울특별시 성동구 성수동2가 315-63 외3필지,2053.79,편의시설,교육연구시설,2020-08-31,,성수동2가 315-63,,37.5437656,127.0559707
성동구,서울특별시 성동구 마장동 463-6,49.7,주택,단독주택,2020-05-28,,마장동 463-6,,37.5701536,127.0356917
성동구,서울특별시 성동구 성수동1가 656-688,151.67,근린생활시설,제1종근린생활시설,2020-06-19,,성수동1가 656-688,,37.5466062,127.0466213
성동구,서울특별시 성동구 금호동4가 161,61.92,근린생활시설,제1종근린생활시설,2020-06-30,,금호동4가 161,,37.547848,127.0242425
성동구,서울특별시 성동구 성수동2가 333-134,998.25,근린생활시설,제1종근린생활시설,2019-12-12,,성수동2가 333-134,,37.5395041,127.0540114
성동구,서울특별시 성동구 옥수동 335-6 외1필지,48.88,주택,단독주택,2020-05-13,,옥수동 335-6,,37.544438,127.0170197
성동구,서울특별시 성동구 홍익동 398,120.29,근린생활시설,제2종근린생활시설,2019-06-27,,홍익동 398,,37.5656539,127.0303175
성동구,서울특별시 성동구 성수동2가 231-32,498.83,편의시설,자동차관련시설,2019-04-03,,성수동2가 231-32,,37.5378449,127.0594841
성동구,서울특별시 성동구 도선동 192,101.35,근린생활시설,제1종근린생활시설,2019-05-31,,도선동 192,,37.5639921,127.0339091
성동구,서울특별시 성동구 금호동2가 751,82.4,주택,단독주택,2018-07-03,,금호동2가 751,,37.5512816,127.0220384
성동구,서울특별시 성동구 성수동2가 302-25,48.88,근린생활시설,제1종근린생활시설,2017-09-07,,성수동2가 302-25,,37.5447682,127.0524523
성동구,서울특별시 성동구 용답동 34-11,227.71,주택,단독주택,2017-05-01,,용답동 34-11,,37.5613614,127.0533039
성동구,서울특별시 성동구 성수동1가 685-210,296.57,주택,단독주택,2016-10-24,,성수동1가 685-210,,37.5483611,127.0432345
성동구,서울특별시 성동구 하왕십리동 970-143,82.98,근린생활시설,제2종근린생활시설,2016-07-07,,하왕십리동 970-143,,37.5610396,127.03228
성동구,서울특별시 성동구 송정동 73-821,128.05,주택,단독주택,2016-03-31,,송정동 73-821,,37.5509798,127.0665745
성동구,서울특별시 성동구 마장동 509-5,1494.09,근린생활시설,제2종근린생활시설,2016-03-31,,마장동 509-5,,37.5700198,127.0385076
성동구,서울특별시 성동구 성수동1가 656-487,48.75,근린생활시설,제1종근린생활시설,2020-07-24,,성수동1가 656-487,,37.5462402,127.0459346
성동구,서울특별시 성동구 금호동4가 161,61.92,근린생활시설,제1종근린생활시설,2020-06-30,,금호동4가 161,,37.547848,127.0242425
성동구,서울특별시 성동구 도선동 338,98.28,주택,단독주택,2020-08-24,,도선동 338,,37.5658047,127.0243457
강북구,서울특별시 강북구 수유동 486-248 외4필지,"1,235.41",주택,공동주택,2022-01-17,,수유동 486-248,272.53,37.6289335,127.0148634
강북구,서울특별시 강북구 수유동 296-23 외6필지,"1,676.25",주택,공동주택,2022-01-10,,수유동 296-23,538.24,37.6430349,127.0123101
강북구,서울특별시 강북구 수유동 252-65 외1필지,726.7732,주택,공동주택,2022-01-27,,수유동 252-65,236.966,37.6453812,127.0212921
강북구,서울특별시 강북구 수유동 39-31 외1필지,725.08,주택,공동주택,2022-01-11,,수유동 39-31,159.44,37.6406858,127.0219248
강북구,서울특별시 강북구 번동 446-70 외1필지,"3,498.29",주택,공동주택,2022-01-11,,번동 446-70,336.92,37.6366007,127.025212
강북구,서울특별시 강북구 미아동 793-38 외2필지,569.77,주택,공동주택,2022-01-11,,미아동 793-38,115.7,37.6282256,127.0185693
강북구,서울특별시 강북구 수유동 433-12,595.12,근린생활시설,제1종근린생활시설,2022-01-12,,수유동 433-12,211.16,37.6376541,127.0123235
강북구,서울특별시 강북구 미아동 791-2965 외2필지,649.96,주택,공동주택,2022-01-07,,미아동 791-2965,174.19,37.6262713,127.01382
강북구,서울특별시 강북구 수유동 87-6 외1필지,1110.69,주택,공동주택,2022-02-22,,수유동 87-6,137.61,37.6321897,127.0229765
